id,disposition,mission
10936786,FALSE POSITIVE,kepler
7119481,CANDIDATE,kepler
6938264,FALSE POSITIVE,kepler
9899315,FALSE POSITIVE,kepler
9541089,FALSE POSITIVE,kepler
3650049,FALSE POSITIVE,kepler
9641076,FALSE POSITIVE,kepler
8741470,CANDIDATE,kepler
11125613,CONFIRMED,kepler
10525049,CONFIRMED,kepler
9896018,CANDIDATE,kepler
5095082,CONFIRMED,kepler
12418891,FALSE POSITIVE,kepler
3839294,FALSE POSITIVE,kepler
7698701,FALSE POSITIVE,kepler
7698701,FALSE POSITIVE,kepler
2830919,FALSE POSITIVE,kepler
9588822,FALSE POSITIVE,kepler
2997459,CANDIDATE,kepler
8330207,CANDIDATE,kepler
5881813,CANDIDATE,kepler
11560897,CONFIRMED,kepler
10858737,FALSE POSITIVE,kepler
6752002,CONFIRMED,kepler
7257966,CONFIRMED,kepler
3644738,FALSE POSITIVE,kepler
9406892,FALSE POSITIVE,kepler
9202434,CANDIDATE,kepler
8487645,FALSE POSITIVE,kepler
10407482,CONFIRMED,kepler
5817613,FALSE POSITIVE,kepler
7901016,CANDIDATE,kepler
5385410,CANDIDATE,kepler
9910942,FALSE POSITIVE,kepler
7749002,CANDIDATE,kepler
10924340,FALSE POSITIVE,kepler
5371777,CONFIRMED,kepler
3848083,CANDIDATE,kepler
6359926,CANDIDATE,kepler
6629993,FALSE POSITIVE,kepler
8324518,CANDIDATE,kepler
10427700,FALSE POSITIVE,kepler
3103473,CANDIDATE,kepler
11296045,FALSE POSITIVE,kepler
3124598,FALSE POSITIVE,kepler
6879171,CONFIRMED,kepler
9897364,CONFIRMED,kepler
12505503,CONFIRMED,kepler
3548639,FALSE POSITIVE,kepler
4390912,FALSE POSITIVE,kepler
7115925,FALSE POSITIVE,kepler
5785279,CANDIDATE,kepler
7429287,FALSE POSITIVE,kepler
10526887,CONFIRMED,kepler
11125613,CONFIRMED,kepler
3545583,FALSE POSITIVE,kepler
9896018,CANDIDATE,kepler
12456063,CANDIDATE,kepler
8374741,FALSE POSITIVE,kepler
5096053,CANDIDATE,kepler
11296045,FALSE POSITIVE,kepler
11296045,FALSE POSITIVE,kepler
3247503,FALSE POSITIVE,kepler
5802637,CANDIDATE,kepler
5531694,CANDIDATE,kepler
8733898,CONFIRMED,kepler
9828127,CONFIRMED,kepler
7107802,CANDIDATE,kepler
4281068,FALSE POSITIVE,kepler
9092496,FALSE POSITIVE,kepler
5644412,CONFIRMED,kepler
9959545,FALSE POSITIVE,kepler
9641144,FALSE POSITIVE,kepler
8572168,FALSE POSITIVE,kepler
4472143,FALSE POSITIVE,kepler
12509829,CANDIDATE,kepler
7368137,FALSE POSITIVE,kepler
9027841,FALSE POSITIVE,kepler
8953414,FALSE POSITIVE,kepler
2576962,CANDIDATE,kepler
10140274,CANDIDATE,kepler
10730070,CONFIRMED,kepler
4458109,FALSE POSITIVE,kepler
8345384,CANDIDATE,kepler
2831055,CONFIRMED,kepler
11044826,FALSE POSITIVE,kepler
6681687,FALSE POSITIVE,kepler
7703882,CONFIRMED,kepler
8179190,FALSE POSITIVE,kepler
9777724,FALSE POSITIVE,kepler
9072639,CANDIDATE,kepler
5340878,CONFIRMED,kepler
10273903,FALSE POSITIVE,kepler
7450747,CONFIRMED,kepler
7826620,CONFIRMED,kepler
8890924,CANDIDATE,kepler
8890924,CANDIDATE,kepler
8483241,FALSE POSITIVE,kepler
8573193,CONFIRMED,kepler
9240664,FALSE POSITIVE,kepler
7673841,CONFIRMED,kepler
7281411,FALSE POSITIVE,kepler
6528141,FALSE POSITIVE,kepler
8106112,FALSE POSITIVE,kepler
4054784,CANDIDATE,kepler
10745365,CANDIDATE,kepler
5563937,FALSE POSITIVE,kepler
8396660,CANDIDATE,kepler
10736179,FALSE POSITIVE,kepler
6119921,FALSE POSITIVE,kepler
5084171,CONFIRMED,kepler
4141587,FALSE POSITIVE,kepler
11968463,CONFIRMED,kepler
3834317,FALSE POSITIVE,kepler
10593535,CONFIRMED,kepler
5959719,CONFIRMED,kepler
5992210,FALSE POSITIVE,kepler
4284980,FALSE POSITIVE,kepler
9302543,FALSE POSITIVE,kepler
9716028,CANDIDATE,kepler
6223324,CANDIDATE,kepler
9701962,CONFIRMED,kepler
6685646,FALSE POSITIVE,kepler
4574319,FALSE POSITIVE,kepler
7741837,FALSE POSITIVE,kepler
11137065,FALSE POSITIVE,kepler
11093335,FALSE POSITIVE,kepler
9394768,FALSE POSITIVE,kepler
9773980,CANDIDATE,kepler
10972902,FALSE POSITIVE,kepler
3832474,FALSE POSITIVE,kepler
12004971,FALSE POSITIVE,kepler
3644602,FALSE POSITIVE,kepler
10467714,CANDIDATE,kepler
11912941,FALSE POSITIVE,kepler
4141593,CANDIDATE,kepler
7778427,CANDIDATE,kepler
6525106,FALSE POSITIVE,kepler
6523058,CANDIDATE,kepler
5977470,CONFIRMED,kepler
11769689,CANDIDATE,kepler
4355503,FALSE POSITIVE,kepler
6119923,FALSE POSITIVE,kepler
6126076,FALSE POSITIVE,kepler
11284772,CONFIRMED,kepler
9209183,FALSE POSITIVE,kepler
6153407,CONFIRMED,kepler
5955621,FALSE POSITIVE,kepler
11519187,CONFIRMED,kepler
8417078,CONFIRMED,kepler
9457948,CANDIDATE,kepler
4852297,FALSE POSITIVE,kepler
9851845,FALSE POSITIVE,kepler
9474483,FALSE POSITIVE,kepler
4072271,CANDIDATE,kepler
9898017,CONFIRMED,kepler
8613218,FALSE POSITIVE,kepler
8548069,FALSE POSITIVE,kepler
6278762,CONFIRMED,kepler
8098212,CANDIDATE,kepler
3127911,FALSE POSITIVE,kepler
6369131,CANDIDATE,kepler
7820699,CANDIDATE,kepler
10399321,FALSE POSITIVE,kepler
10257229,CANDIDATE,kepler
3539231,CANDIDATE,kepler
6311891,CANDIDATE,kepler
7837733,FALSE POSITIVE,kepler
2578017,FALSE POSITIVE,kepler
7834045,CANDIDATE,kepler
10663738,CANDIDATE,kepler
7891294,CANDIDATE,kepler
9413156,CANDIDATE,kepler
8625732,FALSE POSITIVE,kepler
2831251,FALSE POSITIVE,kepler
6721380,FALSE POSITIVE,kepler
7694615,FALSE POSITIVE,kepler
6201203,FALSE POSITIVE,kepler
4556468,CONFIRMED,kepler
9222516,FALSE POSITIVE,kepler
5431027,CANDIDATE,kepler
7285673,FALSE POSITIVE,kepler
5282437,FALSE POSITIVE,kepler
7747457,CONFIRMED,kepler
8652360,FALSE POSITIVE,kepler
9602421,FALSE POSITIVE,kepler
6070337,CANDIDATE,kepler
5954001,CANDIDATE,kepler
4373195,FALSE POSITIVE,kepler
5090937,FALSE POSITIVE,kepler
8196226,CANDIDATE,kepler
9002538,CANDIDATE,kepler
6359175,FALSE POSITIVE,kepler
8104207,FALSE POSITIVE,kepler
5642688,CANDIDATE,kepler
10026502,CONFIRMED,kepler
3953173,FALSE POSITIVE,kepler
8037926,FALSE POSITIVE,kepler
5552562,CANDIDATE,kepler
6186182,CANDIDATE,kepler
4073017,CANDIDATE,kepler
9002278,CONFIRMED,kepler
10585749,CANDIDATE,kepler
9579208,CANDIDATE,kepler
6437617,FALSE POSITIVE,kepler
8453851,FALSE POSITIVE,kepler
11650401,CONFIRMED,kepler
9873759,FALSE POSITIVE,kepler
9773270,CANDIDATE,kepler
9457728,CANDIDATE,kepler
9516728,FALSE POSITIVE,kepler
4825872,FALSE POSITIVE,kepler
4680772,FALSE POSITIVE,kepler
8110733,FALSE POSITIVE,kepler
2303903,CANDIDATE,kepler
9278216,CANDIDATE,kepler
8355131,CANDIDATE,kepler
6278762,CONFIRMED,kepler
12645057,CANDIDATE,kepler
4844367,CANDIDATE,kepler
10937749,CANDIDATE,kepler
9100953,CONFIRMED,kepler
8332521,CANDIDATE,kepler
10407086,FALSE POSITIVE,kepler
4073089,FALSE POSITIVE,kepler
6065351,FALSE POSITIVE,kepler
4060229,CANDIDATE,kepler
6761777,CONFIRMED,kepler
4825872,FALSE POSITIVE,kepler
9412623,CONFIRMED,kepler
3644505,FALSE POSITIVE,kepler
4664743,FALSE POSITIVE,kepler
4735826,CONFIRMED,kepler
6593734,FALSE POSITIVE,kepler
8443527,CANDIDATE,kepler
9711297,FALSE POSITIVE,kepler
8395860,FALSE POSITIVE,kepler
7778621,CONFIRMED,kepler
5956354,FALSE POSITIVE,kepler
9100953,CANDIDATE,kepler
8109107,FALSE POSITIVE,kepler
6200529,FALSE POSITIVE,kepler
10907132,CANDIDATE,kepler
6520753,CANDIDATE,kepler
6929285,FALSE POSITIVE,kepler
4848321,FALSE POSITIVE,kepler
12255382,FALSE POSITIVE,kepler
6522745,FALSE POSITIVE,kepler
9893468,CANDIDATE,kepler
11655826,CANDIDATE,kepler
1721157,CANDIDATE,kepler
11076276,FALSE POSITIVE,kepler
12012439,FALSE POSITIVE,kepler
9947653,CANDIDATE,kepler
4374610,FALSE POSITIVE,kepler
9002538,CANDIDATE,kepler
5253802,CANDIDATE,kepler
12554634,CANDIDATE,kepler
6264750,CANDIDATE,kepler
11290515,CANDIDATE,kepler
6520753,CANDIDATE,kepler
6278762,CONFIRMED,kepler
8493354,CANDIDATE,kepler
4545570,CONFIRMED,kepler
7598111,FALSE POSITIVE,kepler
5457326,CANDIDATE,kepler
8240746,FALSE POSITIVE,kepler
10610039,CANDIDATE,kepler
9652655,FALSE POSITIVE,kepler
10140843,FALSE POSITIVE,kepler
8628761,CANDIDATE,kepler
10473272,FALSE POSITIVE,kepler
4750669,CANDIDATE,kepler
9824928,FALSE POSITIVE,kepler
6717252,CANDIDATE,kepler
5817685,FALSE POSITIVE,kepler
4902202,CANDIDATE,kepler
7282042,FALSE POSITIVE,kepler
7523542,FALSE POSITIVE,kepler
3109937,FALSE POSITIVE,kepler
9386171,FALSE POSITIVE,kepler
11350118,CANDIDATE,kepler
11671579,CONFIRMED,kepler
11553598,FALSE POSITIVE,kepler
12069414,FALSE POSITIVE,kepler
9216775,CONFIRMED,kepler
2572029,CANDIDATE,kepler
7905106,CANDIDATE,kepler
9007151,CANDIDATE,kepler
4450844,CANDIDATE,kepler
8443265,FALSE POSITIVE,kepler
3240406,FALSE POSITIVE,kepler
11181260,CANDIDATE,kepler
5090803,FALSE POSITIVE,kepler
2558163,CANDIDATE,kepler
8107611,CANDIDATE,kepler
8377197,FALSE POSITIVE,kepler
6137779,FALSE POSITIVE,kepler
11913072,FALSE POSITIVE,kepler
8752940,CANDIDATE,kepler
9083470,FALSE POSITIVE,kepler
5783732,FALSE POSITIVE,kepler
6278762,CONFIRMED,kepler
7900100,FALSE POSITIVE,kepler
9849884,FALSE POSITIVE,kepler
11243547,FALSE POSITIVE,kepler
4384909,CANDIDATE,kepler
9009036,CONFIRMED,kepler
11506654,CANDIDATE,kepler
5687700,CANDIDATE,kepler
8806985,CANDIDATE,kepler
10491525,FALSE POSITIVE,kepler
3859042,FALSE POSITIVE,kepler
6527078,CANDIDATE,kepler
4946049,FALSE POSITIVE,kepler
2857607,CONFIRMED,kepler
5559651,FALSE POSITIVE,kepler
5962262,CONFIRMED,kepler
5437348,FALSE POSITIVE,kepler
8429668,FALSE POSITIVE,kepler
7429240,CONFIRMED,kepler
10120548,CANDIDATE,kepler
4474462,CANDIDATE,kepler
7032001,FALSE POSITIVE,kepler
4141593,CANDIDATE,kepler
10003058,CANDIDATE,kepler
9031703,CANDIDATE,kepler
6199864,FALSE POSITIVE,kepler
9577855,FALSE POSITIVE,kepler
12204137,CANDIDATE,kepler
4386607,FALSE POSITIVE,kepler
5389956,CANDIDATE,kepler
12108364,FALSE POSITIVE,kepler
8295671,FALSE POSITIVE,kepler
10662202,CANDIDATE,kepler
10407210,FALSE POSITIVE,kepler
7457278,FALSE POSITIVE,kepler
3934657,CANDIDATE,kepler
7515336,CANDIDATE,kepler
8984755,FALSE POSITIVE,kepler
7366895,FALSE POSITIVE,kepler
10729472,FALSE POSITIVE,kepler
6200612,FALSE POSITIVE,kepler
9777200,FALSE POSITIVE,kepler
3557560,CANDIDATE,kepler
12109267,CANDIDATE,kepler
8700895,CANDIDATE,kepler
5003670,CONFIRMED,kepler
5200084,FALSE POSITIVE,kepler
4144873,FALSE POSITIVE,kepler
5003670,CANDIDATE,kepler
9171886,FALSE POSITIVE,kepler
3337061,FALSE POSITIVE,kepler
5696918,FALSE POSITIVE,kepler
12265786,CANDIDATE,kepler
8487838,FALSE POSITIVE,kepler
10873178,CANDIDATE,kepler
11337012,CANDIDATE,kepler
8359569,CANDIDATE,kepler
8937762,FALSE POSITIVE,kepler
2720828,FALSE POSITIVE,kepler
9837828,CANDIDATE,kepler
4857058,CANDIDATE,kepler
8652577,FALSE POSITIVE,kepler
8804937,FALSE POSITIVE,kepler
9947389,CANDIDATE,kepler
11912987,FALSE POSITIVE,kepler
3765917,CANDIDATE,kepler
4136659,FALSE POSITIVE,kepler
3438976,FALSE POSITIVE,kepler
7833305,CANDIDATE,kepler
6610064,FALSE POSITIVE,kepler
12647577,CANDIDATE,kepler
5476671,FALSE POSITIVE,kepler
7335972,FALSE POSITIVE,kepler
4252671,CANDIDATE,kepler
2694632,FALSE POSITIVE,kepler
11153476,CANDIDATE,kepler
6144039,CANDIDATE,kepler
5428471,FALSE POSITIVE,kepler
7283710,FALSE POSITIVE,kepler
5985713,CANDIDATE,kepler
10794509,FALSE POSITIVE,kepler
6839010,CANDIDATE,kepler
9775385,CANDIDATE,kepler
6197344,CANDIDATE,kepler
11357664,CANDIDATE,kepler
2576224,FALSE POSITIVE,kepler
3967501,FALSE POSITIVE,kepler
7272132,CANDIDATE,kepler
6437226,FALSE POSITIVE,kepler
2710623,FALSE POSITIVE,kepler
3330684,FALSE POSITIVE,kepler
2696703,FALSE POSITIVE,kepler
7699298,FALSE POSITIVE,kepler
8430053,CANDIDATE,kepler
7115661,FALSE POSITIVE,kepler
2853889,FALSE POSITIVE,kepler
12458605,CANDIDATE,kepler
4845862,FALSE POSITIVE,kepler
10130057,FALSE POSITIVE,kepler
4953173,CANDIDATE,kepler
9838608,FALSE POSITIVE,kepler
4247811,FALSE POSITIVE,kepler
6543645,FALSE POSITIVE,kepler
5352640,CANDIDATE,kepler
8738244,FALSE POSITIVE,kepler
4157052,FALSE POSITIVE,kepler
10006641,FALSE POSITIVE,kepler
10815916,FALSE POSITIVE,kepler
3547760,FALSE POSITIVE,kepler
7281484,FALSE POSITIVE,kepler
4848115,FALSE POSITIVE,kepler
4048898,CANDIDATE,kepler
5991765,FALSE POSITIVE,kepler
3962872,FALSE POSITIVE,kepler
11912911,FALSE POSITIVE,kepler
7045435,FALSE POSITIVE,kepler
2972800,FALSE POSITIVE,kepler
8573168,FALSE POSITIVE,kepler
10801249,FALSE POSITIVE,kepler
4587135,CANDIDATE,kepler
3857860,FALSE POSITIVE,kepler
5024252,FALSE POSITIVE,kepler
7430876,FALSE POSITIVE,kepler
4843592,FALSE POSITIVE,kepler
9602775,FALSE POSITIVE,kepler
8955709,FALSE POSITIVE,kepler
7031430,FALSE POSITIVE,kepler
7133294,CONFIRMED,kepler
4381429,CONFIRMED,kepler
11912916,FALSE POSITIVE,kepler
12108293,FALSE POSITIVE,kepler
5301093,FALSE POSITIVE,kepler
5511659,CANDIDATE,kepler
9640946,FALSE POSITIVE,kepler
9776186,FALSE POSITIVE,kepler
9752973,FALSE POSITIVE,kepler
8044600,FALSE POSITIVE,kepler
10220837,CONFIRMED,kepler
10991239,FALSE POSITIVE,kepler
7583650,CANDIDATE,kepler
9345819,FALSE POSITIVE,kepler
9180566,FALSE POSITIVE,kepler
3867794,CANDIDATE,kepler
5819801,CANDIDATE,kepler
11092040,FALSE POSITIVE,kepler
4851145,FALSE POSITIVE,kepler
10292540,FALSE POSITIVE,kepler
3732894,FALSE POSITIVE,kepler
6276791,CANDIDATE,kepler
6278762,CONFIRMED,kepler
6276791,CONFIRMED,kepler
8636600,CONFIRMED,kepler
10220950,FALSE POSITIVE,kepler
10140122,CANDIDATE,kepler
5033823,CANDIDATE,kepler
10342316,FALSE POSITIVE,kepler
5305399,FALSE POSITIVE,kepler
3223433,CANDIDATE,kepler
8803757,CANDIDATE,kepler
12021811,FALSE POSITIVE,kepler
9479306,CANDIDATE,kepler
5437762,CANDIDATE,kepler
3962684,FALSE POSITIVE,kepler
4730442,FALSE POSITIVE,kepler
9447166,CONFIRMED,kepler
9643043,FALSE POSITIVE,kepler
8151055,CONFIRMED,kepler
7177555,FALSE POSITIVE,kepler
3348082,CONFIRMED,kepler
4996057,CANDIDATE,kepler
8349399,CANDIDATE,kepler
6043562,CANDIDATE,kepler
10615440,CONFIRMED,kepler
4919550,CANDIDATE,kepler
5802292,FALSE POSITIVE,kepler
5126932,FALSE POSITIVE,kepler
10034146,FALSE POSITIVE,kepler
4175105,FALSE POSITIVE,kepler
5645170,CANDIDATE,kepler
8216763,CANDIDATE,kepler
9110610,CANDIDATE,kepler
2437897,FALSE POSITIVE,kepler
9307966,FALSE POSITIVE,kepler
5556726,FALSE POSITIVE,kepler
2554853,FALSE POSITIVE,kepler
5208962,CANDIDATE,kepler
7889486,FALSE POSITIVE,kepler
7889486,FALSE POSITIVE,kepler
4742188,CANDIDATE,kepler
8301878,CANDIDATE,kepler
8233802,FALSE POSITIVE,kepler
7510820,CONFIRMED,kepler
10221505,CANDIDATE,kepler
6116035,FALSE POSITIVE,kepler
8958359,FALSE POSITIVE,kepler
11658036,CANDIDATE,kepler
8397947,CANDIDATE,kepler
6665860,CANDIDATE,kepler
7983117,CANDIDATE,kepler
5480884,FALSE POSITIVE,kepler
12506417,FALSE POSITIVE,kepler
10187563,FALSE POSITIVE,kepler
5769810,CANDIDATE,kepler
12071754,CANDIDATE,kepler
10384298,CANDIDATE,kepler
3109550,CANDIDATE,kepler
5544450,FALSE POSITIVE,kepler
9307105,FALSE POSITIVE,kepler
6880517,CONFIRMED,kepler
6615511,CONFIRMED,kepler
6131130,CANDIDATE,kepler
3632089,CONFIRMED,kepler
4742452,CANDIDATE,kepler
9959494,FALSE POSITIVE,kepler
8397947,CONFIRMED,kepler
7906892,CANDIDATE,kepler
4277304,CANDIDATE,kepler
8626325,CANDIDATE,kepler
3098605,CANDIDATE,kepler
11456405,FALSE POSITIVE,kepler
8320630,CANDIDATE,kepler
4544684,FALSE POSITIVE,kepler
9005321,CANDIDATE,kepler
8975368,FALSE POSITIVE,kepler
9291039,FALSE POSITIVE,kepler
5168498,FALSE POSITIVE,kepler
10489539,FALSE POSITIVE,kepler
9569711,CONFIRMED,kepler
12314973,CONFIRMED,kepler
3348082,CONFIRMED,kepler
3632089,CONFIRMED,kepler
5563300,CANDIDATE,kepler
12253769,CANDIDATE,kepler
12735830,CONFIRMED,kepler
8054719,CANDIDATE,kepler
6592335,CONFIRMED,kepler
5651829,FALSE POSITIVE,kepler
4762283,CANDIDATE,kepler
9094763,FALSE POSITIVE,kepler
3849187,CANDIDATE,kepler
2976017,CANDIDATE,kepler
6786224,CANDIDATE,kepler
10338279,FALSE POSITIVE,kepler
4851239,FALSE POSITIVE,kepler
5009688,FALSE POSITIVE,kepler
11072016,CANDIDATE,kepler
3245969,CANDIDATE,kepler
10057494,CONFIRMED,kepler
7902003,CANDIDATE,kepler
6587796,CONFIRMED,kepler
9489953,FALSE POSITIVE,kepler
5305240,FALSE POSITIVE,kepler
11905409,CANDIDATE,kepler
9571186,CANDIDATE,kepler
9838060,FALSE POSITIVE,kepler
8554701,CONFIRMED,kepler
5389632,FALSE POSITIVE,kepler
9031209,CONFIRMED,kepler
5951416,FALSE POSITIVE,kepler
5612697,CANDIDATE,kepler
8973285,CANDIDATE,kepler
4645833,FALSE POSITIVE,kepler
8940918,FALSE POSITIVE,kepler
3758922,CANDIDATE,kepler
8360041,CANDIDATE,kepler
9827596,FALSE POSITIVE,kepler
9782748,CANDIDATE,kepler
2860656,CANDIDATE,kepler
6206559,FALSE POSITIVE,kepler
5024429,FALSE POSITIVE,kepler
9532117,FALSE POSITIVE,kepler
6928906,FALSE POSITIVE,kepler
9821151,FALSE POSITIVE,kepler
8073705,CONFIRMED,kepler
8330548,FALSE POSITIVE,kepler
4271474,CONFIRMED,kepler
5130983,FALSE POSITIVE,kepler
11497958,CONFIRMED,kepler
11093538,FALSE POSITIVE,kepler
11044779,FALSE POSITIVE,kepler
6438379,FALSE POSITIVE,kepler
9145415,FALSE POSITIVE,kepler
4545926,FALSE POSITIVE,kepler
9396760,FALSE POSITIVE,kepler
5119619,FALSE POSITIVE,kepler
9582496,FALSE POSITIVE,kepler
7094944,CANDIDATE,kepler
3343281,FALSE POSITIVE,kepler
2573108,FALSE POSITIVE,kepler
6425597,CANDIDATE,kepler
9885417,CONFIRMED,kepler
3336476,FALSE POSITIVE,kepler
10917433,CANDIDATE,kepler
5091479,CANDIDATE,kepler
9083564,FALSE POSITIVE,kepler
7335713,FALSE POSITIVE,kepler
8331612,CONFIRMED,kepler
8874090,CANDIDATE,kepler
8331612,CANDIDATE,kepler
5185765,FALSE POSITIVE,kepler
5965819,CONFIRMED,kepler
5965819,CONFIRMED,kepler
8328916,CANDIDATE,kepler
11294883,FALSE POSITIVE,kepler
3832474,FALSE POSITIVE,kepler
10155029,CANDIDATE,kepler
11618569,CANDIDATE,kepler
11973517,CANDIDATE,kepler
5471566,FALSE POSITIVE,kepler
7345248,CANDIDATE,kepler
5814013,FALSE POSITIVE,kepler
7117355,FALSE POSITIVE,kepler
5653072,FALSE POSITIVE,kepler
2707985,FALSE POSITIVE,kepler
9899141,FALSE POSITIVE,kepler
8183288,CONFIRMED,kepler
11305996,FALSE POSITIVE,kepler
5965819,CONFIRMED,kepler
6690171,CANDIDATE,kepler
6859801,FALSE POSITIVE,kepler
7767733,FALSE POSITIVE,kepler
5193659,CANDIDATE,kepler
5201593,FALSE POSITIVE,kepler
6220312,CANDIDATE,kepler
6358937,CANDIDATE,kepler
9007609,FALSE POSITIVE,kepler
11038580,FALSE POSITIVE,kepler
7771181,CANDIDATE,kepler
9509223,FALSE POSITIVE,kepler
6720773,FALSE POSITIVE,kepler
8056651,FALSE POSITIVE,kepler
4665991,FALSE POSITIVE,kepler
10191036,FALSE POSITIVE,kepler
8280511,CONFIRMED,kepler
10420301,FALSE POSITIVE,kepler
4366323,CANDIDATE,kepler
2853029,CANDIDATE,kepler
12156174,CONFIRMED,kepler
4634135,FALSE POSITIVE,kepler
6955671,CANDIDATE,kepler
5097856,CANDIDATE,kepler
4736644,CONFIRMED,kepler
5876805,FALSE POSITIVE,kepler
5818068,FALSE POSITIVE,kepler
10139390,FALSE POSITIVE,kepler
8278073,CANDIDATE,kepler
5273713,FALSE POSITIVE,kepler
3526331,FALSE POSITIVE,kepler
10810859,CANDIDATE,kepler
7017274,CANDIDATE,kepler
6767227,CANDIDATE,kepler
11496490,FALSE POSITIVE,kepler
1430305,FALSE POSITIVE,kepler
7117549,FALSE POSITIVE,kepler
2986833,CANDIDATE,kepler
12055539,CONFIRMED,kepler
12056139,CONFIRMED,kepler
11853130,CANDIDATE,kepler
4774646,FALSE POSITIVE,kepler
9345933,CANDIDATE,kepler
10030778,FALSE POSITIVE,kepler
7870282,FALSE POSITIVE,kepler
11153259,FALSE POSITIVE,kepler
9021075,CONFIRMED,kepler
5783938,FALSE POSITIVE,kepler
11338056,CANDIDATE,kepler
3445812,FALSE POSITIVE,kepler
4473613,CONFIRMED,kepler
10676750,CANDIDATE,kepler
8960918,FALSE POSITIVE,kepler
4647662,FALSE POSITIVE,kepler
9822284,FALSE POSITIVE,kepler
8940700,FALSE POSITIVE,kepler
9581589,CANDIDATE,kepler
11804437,CANDIDATE,kepler
9850966,FALSE POSITIVE,kepler
8747009,FALSE POSITIVE,kepler
8826007,CONFIRMED,kepler
8280511,CANDIDATE,kepler
8620402,CONFIRMED,kepler
8379021,FALSE POSITIVE,kepler
8104030,FALSE POSITIVE,kepler
4813793,CANDIDATE,kepler
5282477,FALSE POSITIVE,kepler
7266212,CANDIDATE,kepler
6681546,FALSE POSITIVE,kepler
6421137,FALSE POSITIVE,kepler
9893278,FALSE POSITIVE,kepler
9419020,CANDIDATE,kepler
4548162,FALSE POSITIVE,kepler
4270799,CANDIDATE,kepler
8811490,CANDIDATE,kepler
7293937,FALSE POSITIVE,kepler
8043721,FALSE POSITIVE,kepler
7985733,FALSE POSITIVE,kepler
8094120,CANDIDATE,kepler
6522824,FALSE POSITIVE,kepler
6802536,FALSE POSITIVE,kepler
4750341,FALSE POSITIVE,kepler
9935642,CANDIDATE,kepler
6612327,FALSE POSITIVE,kepler
7285757,CANDIDATE,kepler
7285757,CANDIDATE,kepler
5211922,FALSE POSITIVE,kepler
5280587,CONFIRMED,kepler
8129005,FALSE POSITIVE,kepler
4840156,FALSE POSITIVE,kepler
4138008,CONFIRMED,kepler
4262040,CANDIDATE,kepler
6468904,FALSE POSITIVE,kepler
5709906,FALSE POSITIVE,kepler
4840672,CANDIDATE,kepler
9777556,FALSE POSITIVE,kepler
7287677,CANDIDATE,kepler
10753922,FALSE POSITIVE,kepler
5980061,FALSE POSITIVE,kepler
7692248,CANDIDATE,kepler
4059887,FALSE POSITIVE,kepler
8288741,FALSE POSITIVE,kepler
6852354,FALSE POSITIVE,kepler
6691169,CANDIDATE,kepler
5816811,FALSE POSITIVE,kepler
5303346,FALSE POSITIVE,kepler
3858879,FALSE POSITIVE,kepler
8280511,CANDIDATE,kepler
3120904,CONFIRMED,kepler
3342467,FALSE POSITIVE,kepler
11757451,CONFIRMED,kepler
2711597,FALSE POSITIVE,kepler
8047428,CONFIRMED,kepler
11513486,CONFIRMED,kepler
4851283,FALSE POSITIVE,kepler
6520519,CANDIDATE,kepler
9459162,CANDIDATE,kepler
5024138,FALSE POSITIVE,kepler
9969287,CANDIDATE,kepler
9086001,FALSE POSITIVE,kepler
4927734,FALSE POSITIVE,kepler
11189311,CONFIRMED,kepler
10747501,CANDIDATE,kepler
10586744,CANDIDATE,kepler
11970050,CANDIDATE,kepler
10031918,FALSE POSITIVE,kepler
5276332,FALSE POSITIVE,kepler
3544640,CONFIRMED,kepler
10653179,CONFIRMED,kepler
12066569,CONFIRMED,kepler
6497146,CONFIRMED,kepler
8625813,FALSE POSITIVE,kepler
4651399,FALSE POSITIVE,kepler
5308296,CANDIDATE,kepler
9953575,FALSE POSITIVE,kepler
7887890,FALSE POSITIVE,kepler
3122872,CANDIDATE,kepler
4544628,FALSE POSITIVE,kepler
9702945,CANDIDATE,kepler
11401253,CANDIDATE,kepler
7052511,FALSE POSITIVE,kepler
4764774,FALSE POSITIVE,kepler
10549902,CANDIDATE,kepler
12416597,CANDIDATE,kepler
11135694,CANDIDATE,kepler
9910828,FALSE POSITIVE,kepler
10065053,CANDIDATE,kepler
11867608,FALSE POSITIVE,kepler
8016691,CONFIRMED,kepler
6584273,CONFIRMED,kepler
5768816,CONFIRMED,kepler
3644071,FALSE POSITIVE,kepler
5360974,FALSE POSITIVE,kepler
10291589,CANDIDATE,kepler
10118266,CANDIDATE,kepler
5695615,CANDIDATE,kepler
4670267,FALSE POSITIVE,kepler
7435780,FALSE POSITIVE,kepler
8938937,FALSE POSITIVE,kepler
5651846,CANDIDATE,kepler
10556180,FALSE POSITIVE,kepler
12401132,CANDIDATE,kepler
12401132,FALSE POSITIVE,kepler
8308070,FALSE POSITIVE,kepler
6424561,CANDIDATE,kepler
6956136,FALSE POSITIVE,kepler
10661917,FALSE POSITIVE,kepler
10000162,CANDIDATE,kepler
7799701,FALSE POSITIVE,kepler
6233483,FALSE POSITIVE,kepler
5392871,FALSE POSITIVE,kepler
3858851,FALSE POSITIVE,kepler
3858917,FALSE POSITIVE,kepler
4466356,FALSE POSITIVE,kepler
7949593,CANDIDATE,kepler
9474232,FALSE POSITIVE,kepler
3859151,FALSE POSITIVE,kepler
7098255,CANDIDATE,kepler
