id,disposition,mission
3640905,CONFIRMED,kepler
3640905,CONFIRMED,kepler
4060815,FALSE POSITIVE,kepler
6613006,FALSE POSITIVE,kepler
6606653,FALSE POSITIVE,kepler
10790387,CONFIRMED,kepler
10748393,FALSE POSITIVE,kepler
10874226,FALSE POSITIVE,kepler
10661771,FALSE POSITIVE,kepler
10924853,FALSE POSITIVE,kepler
10874926,FALSE POSITIVE,kepler
6631721,FALSE POSITIVE,kepler
6847018,FALSE POSITIVE,kepler
7220322,FALSE POSITIVE,kepler
6956233,FALSE POSITIVE,kepler
7303287,CONFIRMED,kepler
7303287,CONFIRMED,kepler
11512246,CONFIRMED,kepler
8916492,FALSE POSITIVE,kepler
11193447,FALSE POSITIVE,kepler
11517719,CONFIRMED,kepler
11599264,FALSE POSITIVE,kepler
11100657,FALSE POSITIVE,kepler
6620003,CANDIDATE,kepler
6621116,FALSE POSITIVE,kepler
6629332,FALSE POSITIVE,kepler
6387450,FALSE POSITIVE,kepler
12252424,CONFIRMED,kepler
6432059,FALSE POSITIVE,kepler
6470149,FALSE POSITIVE,kepler
10549562,FALSE POSITIVE,kepler
10874614,CONFIRMED,kepler
6541920,CONFIRMED,kepler
10666230,FALSE POSITIVE,kepler
10971674,FALSE POSITIVE,kepler
6891543,FALSE POSITIVE,kepler
7211141,CONFIRMED,kepler
7363829,CANDIDATE,kepler
6719086,CANDIDATE,kepler
7376983,CANDIDATE,kepler
5084942,CONFIRMED,kepler
11125936,FALSE POSITIVE,kepler
11026304,CANDIDATE,kepler
11342550,CANDIDATE,kepler
11497958,CONFIRMED,kepler
11497958,CONFIRMED,kepler
11512246,CONFIRMED,kepler
6462874,FALSE POSITIVE,kepler
6665223,FALSE POSITIVE,kepler
6545358,FALSE POSITIVE,kepler
6390824,FALSE POSITIVE,kepler
6546528,FALSE POSITIVE,kepler
10676923,FALSE POSITIVE,kepler
10604335,CONFIRMED,kepler
10604335,CONFIRMED,kepler
10864656,CONFIRMED,kepler
10975146,CONFIRMED,kepler
10538176,CONFIRMED,kepler
7376983,CANDIDATE,kepler
7376983,CANDIDATE,kepler
7376983,CANDIDATE,kepler
6946199,CONFIRMED,kepler
6946199,CANDIDATE,kepler
11497958,CONFIRMED,kepler
11177707,CONFIRMED,kepler
11611600,CONFIRMED,kepler
11254382,CONFIRMED,kepler
11122894,CONFIRMED,kepler
6677841,CONFIRMED,kepler
6677841,CONFIRMED,kepler
6677841,CONFIRMED,kepler
9970525,FALSE POSITIVE,kepler
6531491,FALSE POSITIVE,kepler
6383821,CONFIRMED,kepler
10538176,CONFIRMED,kepler
10724369,CONFIRMED,kepler
6541920,CONFIRMED,kepler
10867062,CANDIDATE,kepler
10744335,CONFIRMED,kepler
4860678,CONFIRMED,kepler
5177104,CONFIRMED,kepler
7023960,FALSE POSITIVE,kepler
10033279,FALSE POSITIVE,kepler
5009189,FALSE POSITIVE,kepler
8230616,CONFIRMED,kepler
9836959,CONFIRMED,kepler
9838949,CONFIRMED,kepler
9895006,CONFIRMED,kepler
9896558,CONFIRMED,kepler
9589323,CONFIRMED,kepler
9823487,CONFIRMED,kepler
9602514,FALSE POSITIVE,kepler
9726659,CONFIRMED,kepler
12108312,FALSE POSITIVE,kepler
5371776,CONFIRMED,kepler
5371776,CONFIRMED,kepler
5371776,CONFIRMED,kepler
9573539,CONFIRMED,kepler
5371776,CONFIRMED,kepler
9886661,CONFIRMED,kepler
5477805,FALSE POSITIVE,kepler
10055126,CONFIRMED,kepler
10055126,CONFIRMED,kepler
5009743,CONFIRMED,kepler
10015937,CONFIRMED,kepler
10019065,CONFIRMED,kepler
7950644,CONFIRMED,kepler
10080248,CONFIRMED,kepler
10213902,CONFIRMED,kepler
9842906,FALSE POSITIVE,kepler
11821363,CONFIRMED,kepler
7629518,CONFIRMED,kepler
10810838,CONFIRMED,kepler
4828341,FALSE POSITIVE,kepler
10019763,FALSE POSITIVE,kepler
9899280,FALSE POSITIVE,kepler
8046659,CANDIDATE,kepler
4940438,FALSE POSITIVE,kepler
5308663,FALSE POSITIVE,kepler
5474733,FALSE POSITIVE,kepler
10963065,CONFIRMED,kepler
6268648,CONFIRMED,kepler
10125352,FALSE POSITIVE,kepler
5357901,CONFIRMED,kepler
4278221,CONFIRMED,kepler
10214162,CONFIRMED,kepler
10905746,CONFIRMED,kepler
8242434,CONFIRMED,kepler
6185331,CONFIRMED,kepler
11820830,FALSE POSITIVE,kepler
11774387,FALSE POSITIVE,kepler
9636135,CONFIRMED,kepler
9636135,CANDIDATE,kepler
7841925,CONFIRMED,kepler
7841925,CANDIDATE,kepler
7841925,CANDIDATE,kepler
5219234,CONFIRMED,kepler
5219234,CONFIRMED,kepler
5219234,CONFIRMED,kepler
5219234,CONFIRMED,kepler
12504988,FALSE POSITIVE,kepler
9015738,CONFIRMED,kepler
7215603,CONFIRMED,kepler
4276716,CANDIDATE,kepler
5561278,CONFIRMED,kepler
7287683,CANDIDATE,kepler
6387542,CONFIRMED,kepler
8266276,CANDIDATE,kepler
6869184,CONFIRMED,kepler
8396405,CANDIDATE,kepler
10799735,FALSE POSITIVE,kepler
6604328,CONFIRMED,kepler
9719634,FALSE POSITIVE,kepler
7439316,CONFIRMED,kepler
12061238,FALSE POSITIVE,kepler
8323753,FALSE POSITIVE,kepler
12400538,CONFIRMED,kepler
5184584,CONFIRMED,kepler
5636648,FALSE POSITIVE,kepler
5564247,FALSE POSITIVE,kepler
5438099,CONFIRMED,kepler
5438099,CONFIRMED,kepler
6543893,CONFIRMED,kepler
6543893,CONFIRMED,kepler
6975129,CONFIRMED,kepler
11391018,CONFIRMED,kepler
8685497,CONFIRMED,kepler
4365645,CONFIRMED,kepler
7199906,CANDIDATE,kepler
8197343,CONFIRMED,kepler
7032421,FALSE POSITIVE,kepler
6786348,CONFIRMED,kepler
6209677,CONFIRMED,kepler
9641018,FALSE POSITIVE,kepler
9813499,CONFIRMED,kepler
12254792,CONFIRMED,kepler
12020218,CONFIRMED,kepler
7690844,CONFIRMED,kepler
9535080,FALSE POSITIVE,kepler
5438099,CONFIRMED,kepler
5438099,CONFIRMED,kepler
5210475,FALSE POSITIVE,kepler
8009350,CONFIRMED,kepler
8082001,CONFIRMED,kepler
9017682,CANDIDATE,kepler
9277896,CONFIRMED,kepler
9401997,CONFIRMED,kepler
10686864,CONFIRMED,kepler
10749128,CANDIDATE,kepler
11904734,CANDIDATE,kepler
8043714,FALSE POSITIVE,kepler
7918217,FALSE POSITIVE,kepler
10153011,CANDIDATE,kepler
9631995,CONFIRMED,kepler
11870545,CANDIDATE,kepler
7901948,CONFIRMED,kepler
11955499,FALSE POSITIVE,kepler
6442377,CONFIRMED,kepler
9784222,FALSE POSITIVE,kepler
5376836,FALSE POSITIVE,kepler
5557821,FALSE POSITIVE,kepler
10004519,CONFIRMED,kepler
5031857,CONFIRMED,kepler
5031857,CANDIDATE,kepler
10879038,CONFIRMED,kepler
10990917,CONFIRMED,kepler
11043136,FALSE POSITIVE,kepler
11046025,CONFIRMED,kepler
5771719,FALSE POSITIVE,kepler
9729691,CONFIRMED,kepler
9729691,CANDIDATE,kepler
4950232,FALSE POSITIVE,kepler
10904857,CONFIRMED,kepler
8651389,CONFIRMED,kepler
9520668,FALSE POSITIVE,kepler
7871954,CONFIRMED,kepler
7871954,CONFIRMED,kepler
12418724,CONFIRMED,kepler
7456001,CONFIRMED,kepler
10028792,CONFIRMED,kepler
10028792,CONFIRMED,kepler
10028792,CANDIDATE,kepler
5553652,FALSE POSITIVE,kepler
5299459,CONFIRMED,kepler
11153121,CONFIRMED,kepler
11153121,CONFIRMED,kepler
11153121,CANDIDATE,kepler
11177543,CONFIRMED,kepler
11337141,CONFIRMED,kepler
6705142,CANDIDATE,kepler
3967760,CONFIRMED,kepler
3967760,CONFIRMED,kepler
4067336,FALSE POSITIVE,kepler
5387843,FALSE POSITIVE,kepler
7549209,CONFIRMED,kepler
7663405,CONFIRMED,kepler
9765975,CONFIRMED,kepler
9818462,CONFIRMED,kepler
6803202,CONFIRMED,kepler
5299459,CONFIRMED,kepler
9651668,CONFIRMED,kepler
5299459,CANDIDATE,kepler
12506770,CONFIRMED,kepler
5629985,FALSE POSITIVE,kepler
9898364,FALSE POSITIVE,kepler
11337372,CONFIRMED,kepler
11337833,CONFIRMED,kepler
11546211,FALSE POSITIVE,kepler
11547505,CONFIRMED,kepler
4471747,CANDIDATE,kepler
11502867,CONFIRMED,kepler
9909735,CONFIRMED,kepler
9909735,CONFIRMED,kepler
11551692,CONFIRMED,kepler
11551692,CONFIRMED,kepler
12266636,CONFIRMED,kepler
9850893,FALSE POSITIVE,kepler
4826110,FALSE POSITIVE,kepler
7869917,CONFIRMED,kepler
9824805,CONFIRMED,kepler
5193400,FALSE POSITIVE,kepler
7939330,CANDIDATE,kepler
7939330,CONFIRMED,kepler
4918309,CANDIDATE,kepler
12602568,CONFIRMED,kepler
9941066,CONFIRMED,kepler
5972334,CONFIRMED,kepler
4650733,CONFIRMED,kepler
4830605,CANDIDATE,kepler
4832197,FALSE POSITIVE,kepler
4844004,FALSE POSITIVE,kepler
12120943,CANDIDATE,kepler
7831264,CONFIRMED,kepler
9761199,FALSE POSITIVE,kepler
7751571,FALSE POSITIVE,kepler
9579499,FALSE POSITIVE,kepler
11913013,FALSE POSITIVE,kepler
7768451,CANDIDATE,kepler
7691260,CONFIRMED,kepler
9821454,CONFIRMED,kepler
9821454,CONFIRMED,kepler
11954842,CONFIRMED,kepler
7972785,FALSE POSITIVE,kepler
5470739,CONFIRMED,kepler
10022908,CONFIRMED,kepler
9932970,CANDIDATE,kepler
5617854,CONFIRMED,kepler
4932442,CONFIRMED,kepler
4932442,CANDIDATE,kepler
5183357,CONFIRMED,kepler
5269467,CONFIRMED,kepler
5360920,CANDIDATE,kepler
7672940,FALSE POSITIVE,kepler
7838655,FALSE POSITIVE,kepler
11702948,CANDIDATE,kepler
9512981,CANDIDATE,kepler
7770450,FALSE POSITIVE,kepler
11455491,FALSE POSITIVE,kepler
11764462,CONFIRMED,kepler
11656246,CONFIRMED,kepler
7808587,CONFIRMED,kepler
4741126,CONFIRMED,kepler
5301750,CONFIRMED,kepler
5301750,CONFIRMED,kepler
5301750,CONFIRMED,kepler
5301750,CONFIRMED,kepler
5301750,CONFIRMED,kepler
5526717,CONFIRMED,kepler
5972334,CONFIRMED,kepler
5526717,CANDIDATE,kepler
5530882,FALSE POSITIVE,kepler
5531953,CANDIDATE,kepler
6034945,CONFIRMED,kepler
9851226,FALSE POSITIVE,kepler
8692861,CONFIRMED,kepler
7543649,FALSE POSITIVE,kepler
9480310,CONFIRMED,kepler
11858748,FALSE POSITIVE,kepler
4741126,CONFIRMED,kepler
11669125,CONFIRMED,kepler
12159249,CONFIRMED,kepler
9872292,CANDIDATE,kepler
9963461,FALSE POSITIVE,kepler
8081482,FALSE POSITIVE,kepler
5542466,CANDIDATE,kepler
4178389,CANDIDATE,kepler
5542466,CONFIRMED,kepler
5542466,CANDIDATE,kepler
10028140,CONFIRMED,kepler
6048024,FALSE POSITIVE,kepler
6049190,CONFIRMED,kepler
6149553,FALSE POSITIVE,kepler
6198999,CONFIRMED,kepler
6310636,CONFIRMED,kepler
6616218,CONFIRMED,kepler
7761545,CONFIRMED,kepler
7499398,CANDIDATE,kepler
12365184,CONFIRMED,kepler
4770365,CONFIRMED,kepler
4770365,CONFIRMED,kepler
4770365,CANDIDATE,kepler
10748390,CONFIRMED,kepler
11804465,CONFIRMED,kepler
9663113,CONFIRMED,kepler
5649956,FALSE POSITIVE,kepler
4840513,FALSE POSITIVE,kepler
5217586,FALSE POSITIVE,kepler
5289854,CONFIRMED,kepler
5289854,CONFIRMED,kepler
9895709,FALSE POSITIVE,kepler
10006581,CONFIRMED,kepler
5972334,CANDIDATE,kepler
6616218,CONFIRMED,kepler
6696462,FALSE POSITIVE,kepler
7220429,CONFIRMED,kepler
7222086,FALSE POSITIVE,kepler
12406749,CONFIRMED,kepler
8692861,CONFIRMED,kepler
7811397,CANDIDATE,kepler
12403119,CONFIRMED,kepler
9842890,FALSE POSITIVE,kepler
8113154,FALSE POSITIVE,kepler
5270698,FALSE POSITIVE,kepler
5024450,FALSE POSITIVE,kepler
5282049,FALSE POSITIVE,kepler
5475431,CANDIDATE,kepler
10027323,CONFIRMED,kepler
10027323,CONFIRMED,kepler
12019440,CONFIRMED,kepler
5039228,CANDIDATE,kepler
10004738,CONFIRMED,kepler
10004738,CONFIRMED,kepler
7304449,CONFIRMED,kepler
7386827,CONFIRMED,kepler
7522911,CONFIRMED,kepler
7626370,CONFIRMED,kepler
7703955,CONFIRMED,kepler
7512982,CONFIRMED,kepler
7512982,CANDIDATE,kepler
9597806,CONFIRMED,kepler
7812167,FALSE POSITIVE,kepler
11760959,FALSE POSITIVE,kepler
5283458,CANDIDATE,kepler
9940565,FALSE POSITIVE,kepler
8053552,CANDIDATE,kepler
9663113,CONFIRMED,kepler
8111381,FALSE POSITIVE,kepler
5444549,FALSE POSITIVE,kepler
10004738,CONFIRMED,kepler
5474613,CONFIRMED,kepler
4860932,FALSE POSITIVE,kepler
5438757,CONFIRMED,kepler
5438757,CONFIRMED,kepler
7750419,CANDIDATE,kepler
5972334,CONFIRMED,kepler
7815744,CONFIRMED,kepler
7955580,CONFIRMED,kepler
8230616,CONFIRMED,kepler
9692345,FALSE POSITIVE,kepler
7898352,CONFIRMED,kepler
11402995,CONFIRMED,kepler
7898352,CONFIRMED,kepler
12062667,FALSE POSITIVE,kepler
7984047,CANDIDATE,kepler
7951018,CONFIRMED,kepler
9899355,FALSE POSITIVE,kepler
12644774,FALSE POSITIVE,kepler
9902856,FALSE POSITIVE,kepler
7747425,CONFIRMED,kepler
9892816,CONFIRMED,kepler
9892816,CONFIRMED,kepler
9836149,CONFIRMED,kepler
4813563,CONFIRMED,kepler
2985767,CONFIRMED,kepler
2304320,CONFIRMED,kepler
3657758,CONFIRMED,kepler
9790806,CONFIRMED,kepler
6382217,CONFIRMED,kepler
5375194,CONFIRMED,kepler
6468138,CONFIRMED,kepler
10019708,CONFIRMED,kepler
11875734,CONFIRMED,kepler
7697568,FALSE POSITIVE,kepler
7046804,CONFIRMED,kepler
7449136,CONFIRMED,kepler
8680979,CONFIRMED,kepler
8680979,CONFIRMED,kepler
9030537,CONFIRMED,kepler
6949061,CONFIRMED,kepler
7269493,CONFIRMED,kepler
5513648,CANDIDATE,kepler
9164836,FALSE POSITIVE,kepler
7887791,CANDIDATE,kepler
11657891,CONFIRMED,kepler
6305192,CONFIRMED,kepler
6382217,CONFIRMED,kepler
9634821,CANDIDATE,kepler
9634821,CANDIDATE,kepler
8950568,CONFIRMED,kepler
3326377,CONFIRMED,kepler
11601584,CONFIRMED,kepler
11601584,CONFIRMED,kepler
11601584,CONFIRMED,kepler
11601584,CONFIRMED,kepler
8689793,CONFIRMED,kepler
11673802,CONFIRMED,kepler
4263293,CONFIRMED,kepler
4263293,CONFIRMED,kepler
4263293,CONFIRMED,kepler
5695524,CONFIRMED,kepler
6205897,CONFIRMED,kepler
7948784,CONFIRMED,kepler
9244756,CONFIRMED,kepler
9650808,CONFIRMED,kepler
9650808,CONFIRMED,kepler
8950568,CONFIRMED,kepler
8950568,CONFIRMED,kepler
8950568,CONFIRMED,kepler
8804845,CONFIRMED,kepler
10480915,CONFIRMED,kepler
11709244,CONFIRMED,kepler
11709244,CONFIRMED,kepler
11709244,CONFIRMED,kepler
10019708,FALSE POSITIVE,kepler
11853878,CONFIRMED,kepler
5728139,CONFIRMED,kepler
7668663,CONFIRMED,kepler
7047922,CONFIRMED,kepler
9353314,CONFIRMED,kepler
3629967,CONFIRMED,kepler
9347009,CONFIRMED,kepler
11253711,CANDIDATE,kepler
4917596,CONFIRMED,kepler
4743513,FALSE POSITIVE,kepler
11046458,CONFIRMED,kepler
9111849,CANDIDATE,kepler
7132798,CONFIRMED,kepler
3448130,CONFIRMED,kepler
9656252,CONFIRMED,kepler
6026438,CONFIRMED,kepler
9471268,CONFIRMED,kepler
9471268,CONFIRMED,kepler
9471268,CONFIRMED,kepler
10657406,CONFIRMED,kepler
5526527,CONFIRMED,kepler
5809954,FALSE POSITIVE,kepler
8766650,CONFIRMED,kepler
10328393,CONFIRMED,kepler
11773328,CANDIDATE,kepler
7094486,CONFIRMED,kepler
7289577,CONFIRMED,kepler
8543100,CONFIRMED,kepler
2693736,CONFIRMED,kepler
9412760,CONFIRMED,kepler
9412760,CONFIRMED,kepler
6026438,CONFIRMED,kepler
10663396,CONFIRMED,kepler
11457726,CONFIRMED,kepler
8956206,CONFIRMED,kepler
9649706,CONFIRMED,kepler
5856571,CONFIRMED,kepler
7765528,CONFIRMED,kepler
11760231,CONFIRMED,kepler
7779077,CONFIRMED,kepler
6046540,CONFIRMED,kepler
5706966,CONFIRMED,kepler
3762468,CONFIRMED,kepler
5706966,CONFIRMED,kepler
10130039,CONFIRMED,kepler
10130039,CONFIRMED,kepler
9518318,CONFIRMED,kepler
9518318,CONFIRMED,kepler
7273277,CONFIRMED,kepler
11769890,CONFIRMED,kepler
6862721,CONFIRMED,kepler
12301181,CONFIRMED,kepler
9279354,CONFIRMED,kepler
6774880,CONFIRMED,kepler
3937519,CONFIRMED,kepler
7449541,CONFIRMED,kepler
5080636,CONFIRMED,kepler
5080636,CANDIDATE,kepler
3338885,CONFIRMED,kepler
3338885,CANDIDATE,kepler
6776401,CONFIRMED,kepler
10130039,CONFIRMED,kepler
8226050,CONFIRMED,kepler
9965957,CONFIRMED,kepler
9704384,CONFIRMED,kepler
8426567,CONFIRMED,kepler
12508335,FALSE POSITIVE,kepler
10094670,CONFIRMED,kepler
8142942,CONFIRMED,kepler
8257205,CONFIRMED,kepler
9044228,CONFIRMED,kepler
7265298,CONFIRMED,kepler
7265298,CONFIRMED,kepler
7132798,CONFIRMED,kepler
3248501,CANDIDATE,kepler
2307415,CONFIRMED,kepler
7430034,CONFIRMED,kepler
9735426,CONFIRMED,kepler
8826168,CONFIRMED,kepler
10464050,CONFIRMED,kepler
9763348,CONFIRMED,kepler
9101496,CONFIRMED,kepler
6037581,CONFIRMED,kepler
10723750,CONFIRMED,kepler
6037581,CONFIRMED,kepler
6037581,CONFIRMED,kepler
10779233,CONFIRMED,kepler
11614617,CONFIRMED,kepler
11450414,CONFIRMED,kepler
4736569,CONFIRMED,kepler
10384798,CONFIRMED,kepler
2307415,CONFIRMED,kepler
3128552,CONFIRMED,kepler
10134152,CONFIRMED,kepler
9573685,CONFIRMED,kepler
10329835,CONFIRMED,kepler
6849046,CONFIRMED,kepler
8804397,CONFIRMED,kepler
9662811,CONFIRMED,kepler
11570749,CANDIDATE,kepler
11297236,CONFIRMED,kepler
10074466,CONFIRMED,kepler
8218379,CONFIRMED,kepler
7755636,CONFIRMED,kepler
9411166,CONFIRMED,kepler
9411166,CANDIDATE,kepler
4989057,CONFIRMED,kepler
9834040,CONFIRMED,kepler
6152974,CONFIRMED,kepler
8802693,CONFIRMED,kepler
6061773,CONFIRMED,kepler
10024701,CONFIRMED,kepler
2579043,CANDIDATE,kepler
3239671,CONFIRMED,kepler
9304101,CONFIRMED,kepler
11360571,CONFIRMED,kepler
6035124,CONFIRMED,kepler
8160953,CONFIRMED,kepler
8160953,CANDIDATE,kepler
4157325,CONFIRMED,kepler
4157325,CONFIRMED,kepler
4157325,CANDIDATE,kepler
5108214,FALSE POSITIVE,kepler
9955598,CONFIRMED,kepler
10723750,CONFIRMED,kepler
7219761,FALSE POSITIVE,kepler
5770074,CONFIRMED,kepler
10136549,CONFIRMED,kepler
9851271,FALSE POSITIVE,kepler
12154526,CONFIRMED,kepler
6665512,CONFIRMED,kepler
10525027,CONFIRMED,kepler
11069176,CONFIRMED,kepler
10005758,CONFIRMED,kepler
10158418,CANDIDATE,kepler
3128793,FALSE POSITIVE,kepler
5864975,CONFIRMED,kepler
2975770,CONFIRMED,kepler
3648437,CANDIDATE,kepler
7877496,CONFIRMED,kepler
7286173,CONFIRMED,kepler
11126381,CONFIRMED,kepler
4149450,CONFIRMED,kepler
10136549,CONFIRMED,kepler
5511081,CONFIRMED,kepler
5511081,CONFIRMED,kepler
5511081,CONFIRMED,kepler
5511081,CONFIRMED,kepler
10978763,CONFIRMED,kepler
11069176,CONFIRMED,kepler
8098728,FALSE POSITIVE,kepler
6152974,CONFIRMED,kepler
2449431,CANDIDATE,kepler
5631630,CONFIRMED,kepler
6504954,CONFIRMED,kepler
9410930,CONFIRMED,kepler
5731623,CANDIDATE,kepler
6153672,FALSE POSITIVE,kepler
10676014,CONFIRMED,kepler
9520838,CONFIRMED,kepler
8167996,CONFIRMED,kepler
8167996,CONFIRMED,kepler
8167996,CONFIRMED,kepler
6773862,CONFIRMED,kepler
10978763,CONFIRMED,kepler
10602291,CANDIDATE,kepler
10978763,CONFIRMED,kepler
5202905,CONFIRMED,kepler
9072190,CONFIRMED,kepler
5384079,CONFIRMED,kepler
9839821,CONFIRMED,kepler
4056616,CONFIRMED,kepler
6707908,FALSE POSITIVE,kepler
8492026,CONFIRMED,kepler
6867766,FALSE POSITIVE,kepler
6058614,FALSE POSITIVE,kepler
11017901,CONFIRMED,kepler
5088591,CONFIRMED,kepler
11298298,CONFIRMED,kepler
10187159,CONFIRMED,kepler
9758089,CANDIDATE,kepler
10619192,CONFIRMED,kepler
9883311,CANDIDATE,kepler
4939346,CONFIRMED,kepler
4242147,CANDIDATE,kepler
5396122,FALSE POSITIVE,kepler
10190777,CONFIRMED,kepler
9651234,CONFIRMED,kepler
7045496,CONFIRMED,kepler
8750043,CONFIRMED,kepler
9973109,CONFIRMED,kepler
6226290,CONFIRMED,kepler
9595827,CONFIRMED,kepler
9349482,CONFIRMED,kepler
4349442,CANDIDATE,kepler
4644952,CONFIRMED,kepler
2987027,CONFIRMED,kepler
4644952,CONFIRMED,kepler
4644952,CONFIRMED,kepler
8978528,CONFIRMED,kepler
8978528,CONFIRMED,kepler
9967771,CONFIRMED,kepler
11622600,CONFIRMED,kepler
10454632,CONFIRMED,kepler
10005788,CONFIRMED,kepler
10005788,CANDIDATE,kepler
10656508,CANDIDATE,kepler
5213902,FALSE POSITIVE,kepler
2832589,CANDIDATE,kepler
2438513,CONFIRMED,kepler
6356207,CONFIRMED,kepler
8564674,CONFIRMED,kepler
8564674,CONFIRMED,kepler
8578780,CONFIRMED,kepler
4544907,CONFIRMED,kepler
7761918,CONFIRMED,kepler
8240797,CONFIRMED,kepler
8240797,CONFIRMED,kepler
8164262,FALSE POSITIVE,kepler
6279974,FALSE POSITIVE,kepler
9455325,CONFIRMED,kepler
3098810,CONFIRMED,kepler
8367644,CONFIRMED,kepler
10332883,CONFIRMED,kepler
9071386,FALSE POSITIVE,kepler
9305831,CONFIRMED,kepler
2438513,FALSE POSITIVE,kepler
11656918,CONFIRMED,kepler
11656918,CANDIDATE,kepler
10844890,CANDIDATE,kepler
9536692,FALSE POSITIVE,kepler
4636578,CONFIRMED,kepler
4636578,CONFIRMED,kepler
4636578,CONFIRMED,kepler
11923284,CONFIRMED,kepler
9838975,FALSE POSITIVE,kepler
5621125,CONFIRMED,kepler
9872283,CONFIRMED,kepler
10666242,FALSE POSITIVE,kepler
8624520,CANDIDATE,kepler
7870032,CONFIRMED,kepler
9597058,CONFIRMED,kepler
4035640,CONFIRMED,kepler
6205228,CONFIRMED,kepler
11758544,CONFIRMED,kepler
4851530,CANDIDATE,kepler
4851530,CANDIDATE,kepler
3118797,CONFIRMED,kepler
7747425,CONFIRMED,kepler
6300348,CANDIDATE,kepler
7747425,CONFIRMED,kepler
7747425,CONFIRMED,kepler
7102316,CONFIRMED,kepler
7102316,CONFIRMED,kepler
9489524,CONFIRMED,kepler
9489524,CONFIRMED,kepler
5940165,CONFIRMED,kepler
8277797,CONFIRMED,kepler
8277797,CONFIRMED,kepler
5124667,CONFIRMED,kepler
2989404,CONFIRMED,kepler
2989404,CONFIRMED,kepler
11413812,CONFIRMED,kepler
9549648,CONFIRMED,kepler
10063802,CONFIRMED,kepler
11074178,CONFIRMED,kepler
11074178,CONFIRMED,kepler
11030475,CANDIDATE,kepler
5942808,CONFIRMED,kepler
6206214,CONFIRMED,kepler
8959839,CONFIRMED,kepler
7672097,CONFIRMED,kepler
6142862,FALSE POSITIVE,kepler
5599774,CONFIRMED,kepler
8099138,CONFIRMED,kepler
7033233,CONFIRMED,kepler
7033233,CANDIDATE,kepler
6383785,CONFIRMED,kepler
9411412,CONFIRMED,kepler
7008211,CONFIRMED,kepler
7620413,CONFIRMED,kepler
4545187,CONFIRMED,kepler
10854546,CONFIRMED,kepler
11774991,CONFIRMED,kepler
11774991,CONFIRMED,kepler
8261920,CANDIDATE,kepler
8261920,CONFIRMED,kepler
8261920,CONFIRMED,kepler
9112931,CONFIRMED,kepler
9071593,CONFIRMED,kepler
8126558,CONFIRMED,kepler
11811193,CONFIRMED,kepler
3734418,CONFIRMED,kepler
8681734,CONFIRMED,kepler
10232693,FALSE POSITIVE,kepler
10212441,CONFIRMED,kepler
6119141,CANDIDATE,kepler
8247771,CONFIRMED,kepler
8165946,CONFIRMED,kepler
12017109,CONFIRMED,kepler
9225395,CONFIRMED,kepler
10709622,CONFIRMED,kepler
11499228,CONFIRMED,kepler
9022166,CONFIRMED,kepler
10965588,CONFIRMED,kepler
10670119,CONFIRMED,kepler
10670119,CONFIRMED,kepler
4043443,FALSE POSITIVE,kepler
8491277,CONFIRMED,kepler
3734418,CANDIDATE,kepler
8613535,CONFIRMED,kepler
12256520,CONFIRMED,kepler
3337432,FALSE POSITIVE,kepler
5629538,CONFIRMED,kepler
8561231,CONFIRMED,kepler
8235924,CONFIRMED,kepler
6941084,CONFIRMED,kepler
6200235,CONFIRMED,kepler
11460462,CONFIRMED,kepler
8612275,CONFIRMED,kepler
8612275,CONFIRMED,kepler
7207061,CONFIRMED,kepler
4545187,CONFIRMED,kepler
7286911,CONFIRMED,kepler
8591173,CONFIRMED,kepler
6962109,CONFIRMED,kepler
5706595,CONFIRMED,kepler
5706595,CONFIRMED,kepler
10489345,CONFIRMED,kepler
11774303,FALSE POSITIVE,kepler
10329469,CONFIRMED,kepler
9654875,CANDIDATE,kepler
9717943,CONFIRMED,kepler
8026752,CONFIRMED,kepler
1872821,CONFIRMED,kepler
8013439,CONFIRMED,kepler
8013439,CONFIRMED,kepler
8013439,CONFIRMED,kepler
7207061,CONFIRMED,kepler
6921944,CONFIRMED,kepler
9532052,CONFIRMED,kepler
8164012,CONFIRMED,kepler
4140813,CONFIRMED,kepler
8611781,CONFIRMED,kepler
3097926,CANDIDATE,kepler
10518424,CANDIDATE,kepler
5730445,CANDIDATE,kepler
5601258,CONFIRMED,kepler
7960980,CONFIRMED,kepler
8107225,CONFIRMED,kepler
3458028,CONFIRMED,kepler
3342794,CONFIRMED,kepler
3342794,CONFIRMED,kepler
5716932,CONFIRMED,kepler
11288051,CONFIRMED,kepler
7515670,FALSE POSITIVE,kepler
11566256,CONFIRMED,kepler
8495415,CONFIRMED,kepler
4055304,CONFIRMED,kepler
4857213,CONFIRMED,kepler
9415108,CONFIRMED,kepler
4262581,CONFIRMED,kepler
8591693,CONFIRMED,kepler
4833421,CONFIRMED,kepler
8282651,CONFIRMED,kepler
3548044,CONFIRMED,kepler
11401767,CONFIRMED,kepler
10909127,CONFIRMED,kepler
3661886,CONFIRMED,kepler
3661886,CONFIRMED,kepler
2439243,CONFIRMED,kepler
9221517,CONFIRMED,kepler
6751874,CONFIRMED,kepler
10863608,CONFIRMED,kepler
5602588,CONFIRMED,kepler
11288051,CONFIRMED,kepler
5602588,CANDIDATE,kepler
5385304,CANDIDATE,kepler
5547480,FALSE POSITIVE,kepler
11462341,CANDIDATE,kepler
9405595,CONFIRMED,kepler
